"Notes","County","County Code","2023 Urbanization","2023 Urbanization Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Delaware County, IN","18035","Small Metro","4","2020","2020",10,113454,8.8,4.2,16.2
,"Delaware County, IN","18035","Small Metro","4","2023","2023",11,Not Available,Not Available,Not Available,Not Available
,"Delaware County, IN","18035","Small Metro","4","2024 ","2024",10,Not Available,Not Available,Not Available,Not Available
,"Elkhart County, IN","18039","Small Metro","4","2024 ","2024",10,Not Available,Not Available,Not Available,Not Available
,"Hamilton County, IN","18057","Large Fringe Metro","2","2018","2018",11,330086,3.3,1.7,6.0
,"Hamilton County, IN","18057","Large Fringe Metro","2","2023","2023",10,Not Available,Not Available,Not Available,Not Available
,"Howard County, IN","18067","Small Metro","4","2023","2023",11,Not Available,Not Available,Not Available,Not Available
,"Johnson County, IN","18081","Large Fringe Metro","2","2023","2023",10,Not Available,Not Available,Not Available,Not Available
,"Lake County, IN","18089","Large Fringe Metro","2","2018","2018",40,484411,8.3,5.9,11.2
,"Lake County, IN","18089","Large Fringe Metro","2","2019","2019",49,485493,10.1,7.5,13.3
,"Lake County, IN","18089","Large Fringe Metro","2","2020","2020",56,487536,11.5,8.7,14.9
,"Lake County, IN","18089","Large Fringe Metro","2","2021","2021",93,498558,18.7,15.1,22.9
,"Lake County, IN","18089","Large Fringe Metro","2","2022","2022",100,Not Available,Not Available,Not Available,Not Available
,"Lake County, IN","18089","Large Fringe Metro","2","2023","2023",94,Not Available,Not Available,Not Available,Not Available
,"Lake County, IN","18089","Large Fringe Metro","2","2024 ","2024",58,Not Available,Not Available,Not Available,Not Available
,"Madison County, IN","18095","Large Fringe Metro","2","2024 ","2024",10,Not Available,Not Available,Not Available,Not Available
,"Marion County, IN","18097","Large Central Metro","1","2018","2018",90,954670,9.4,7.6,11.6
,"Marion County, IN","18097","Large Central Metro","1","2019","2019",81,964582,8.4,6.7,10.4
,"Marion County, IN","18097","Large Central Metro","1","2020","2020",102,966183,10.6,8.5,12.6
,"Marion County, IN","18097","Large Central Metro","1","2021","2021",153,971102,15.8,13.3,18.3
,"Marion County, IN","18097","Large Central Metro","1","2022","2022",183,Not Available,Not Available,Not Available,Not Available
,"Marion County, IN","18097","Large Central Metro","1","2023","2023",172,Not Available,Not Available,Not Available,Not Available
,"Marion County, IN","18097","Large Central Metro","1","2024 ","2024",133,Not Available,Not Available,Not Available,Not Available
,"Porter County, IN","18127","Large Fringe Metro","2","2021","2021",16,174243,9.2,5.2,14.9
,"Porter County, IN","18127","Large Fringe Metro","2","2022","2022",15,Not Available,Not Available,Not Available,Not Available
,"Porter County, IN","18127","Large Fringe Metro","2","2023","2023",21,Not Available,Not Available,Not Available,Not Available
,"Porter County, IN","18127","Large Fringe Metro","2","2024 ","2024",14,Not Available,Not Available,Not Available,Not Available
,"St. Joseph County, IN","18141","Medium Metro","3","2018","2018",16,270771,5.9,3.4,9.6
,"St. Joseph County, IN","18141","Medium Metro","3","2020","2020",22,271484,8.1,5.1,12.3
,"St. Joseph County, IN","18141","Medium Metro","3","2021","2021",20,272212,7.3,4.5,11.3
,"St. Joseph County, IN","18141","Medium Metro","3","2022","2022",29,Not Available,Not Available,Not Available,Not Available
,"St. Joseph County, IN","18141","Medium Metro","3","2023","2023",20,Not Available,Not Available,Not Available,Not Available
,"St. Joseph County, IN","18141","Medium Metro","3","2024 ","2024",19,Not Available,Not Available,Not Available,Not Available
,"Wayne County, IN","18177","Micropolitan (Nonmetro)","5","2018","2018",14,65936,21.2,11.6,35.6
,"Wayne County, IN","18177","Micropolitan (Nonmetro)","5","2022","2022",10,Not Available,Not Available,Not Available,Not Available
,"Wayne County, IN","18177","Micropolitan (Nonmetro)","5","2024 ","2024",10,Not Available,Not Available,Not Available,Not Available
,"Polk County, IA","19153","Medium Metro","3","2022","2022",13,Not Available,Not Available,Not Available,Not Available
,"Polk County, IA","19153","Medium Metro","3","2023","2023",14,Not Available,Not Available,Not Available,Not Available
,"Johnson County, KS","20091","Large Fringe Metro","2","2022","2022",10,Not Available,Not Available,Not Available,Not Available
,"Johnson County, KS","20091","Large Fringe Metro","2","2023","2023",10,Not Available,Not Available,Not Available,Not Available
,"Johnson County, KS","20091","Large Fringe Metro","2","2024 ","2024",12,Not Available,Not Available,Not Available,Not Available
,"Sedgwick County, KS","20173","Medium Metro","3","2018","2018",15,513607,2.9,1.6,4.8
,"Sedgwick County, KS","20173","Medium Metro","3","2020","2020",18,519907,3.5,2.1,5.5
,"Sedgwick County, KS","20173","Medium Metro","3","2021","2021",41,523828,7.8,5.6,10.6
,"Sedgwick County, KS","20173","Medium Metro","3","2022","2022",39,Not Available,Not Available,Not Available,Not Available
,"Sedgwick County, KS","20173","Medium Metro","3","2023","2023",29,Not Available,Not Available,Not Available,Not Available
,"Sedgwick County, KS","20173","Medium Metro","3","2024 ","2024",31,Not Available,Not Available,Not Available,Not Available
,"Wyandotte County, KS","20209","Large Fringe Metro","2","2022","2022",15,Not Available,Not Available,Not Available,Not Available
,"Wyandotte County, KS","20209","Large Fringe Metro","2","2023","2023",15,Not Available,Not Available,Not Available,Not Available
,"Wyandotte County, KS","20209","Large Fringe Metro","2","2024 ","2024",13,Not Available,Not Available,Not Available,Not Available
,"Campbell County, KY","21037","Large Fringe Metro","2","2018","2018",11,93152,11.8,5.9,21.1
,"Campbell County, KY","21037","Large Fringe Metro","2","2023","2023",12,Not Available,Not Available,Not Available,Not Available
,"Fayette County, KY","21067","Medium Metro","3","2018","2018",33,323780,10.2,7.0,14.3
,"Fayette County, KY","21067","Medium Metro","3","2019","2019",18,323152,5.6,3.3,8.8
,"Fayette County, KY","21067","Medium Metro","3","2020","2020",34,324735,10.5,7.3,14.6
,"Fayette County, KY","21067","Medium Metro","3","2021","2021",45,321793,14.0,10.2,18.7
,"Fayette County, KY","21067","Medium Metro","3","2022","2022",34,Not Available,Not Available,Not Available,Not Available
,"Fayette County, KY","21067","Medium Metro","3","2023","2023",44,Not Available,Not Available,Not Available,Not Available
,"Fayette County, KY","21067","Medium Metro","3","2024 ","2024",27,Not Available,Not Available,Not Available,Not Available
,"Jefferson County, KY","21111","Large Central Metro","1","2018","2018",29,770517,3.8,2.5,5.4
,"Jefferson County, KY","21111","Large Central Metro","1","2019","2019",33,766757,4.3,3.0,6.0
,"Jefferson County, KY","21111","Large Central Metro","1","2020","2020",58,767452,7.6,5.7,9.8
,"Jefferson County, KY","21111","Large Central Metro","1","2021","2021",101,777874,13.0,10.5,15.5
,"Jefferson County, KY","21111","Large Central Metro","1","2022","2022",104,Not Available,Not Available,Not Available,Not Available
,"Jefferson County, KY","21111","Large Central Metro","1","2023","2023",129,Not Available,Not Available,Not Available,Not Available
,"Jefferson County, KY","21111","Large Central Metro","1","2024 ","2024",87,Not Available,Not Available,Not Available,Not Available
,"Kenton County, KY","21117","Large Fringe Metro","2","2018","2018",11,166051,6.6,3.3,11.9
,"Kenton County, KY","21117","Large Fringe Metro","2","2019","2019",13,166998,7.8,4.1,13.3
,"Kenton County, KY","21117","Large Fringe Metro","2","2020","2020",15,167949,8.9,5.0,14.7
,"Kenton County, KY","21117","Large Fringe Metro","2","2021","2021",19,169495,11.2,6.7,17.5
,"Kenton County, KY","21117","Large Fringe Metro","2","2022","2022",15,Not Available,Not Available,Not Available,Not Available
,"Kenton County, KY","21117","Large Fringe Metro","2","2023","2023",27,Not Available,Not Available,Not Available,Not Available
,"Kenton County, KY","21117","Large Fringe Metro","2","2024 ","2024",11,Not Available,Not Available,Not Available,Not Available
,"Caddo Parish, LA","22017","Medium Metro","3","2023","2023",10,Not Available,Not Available,Not Available,Not Available
,"East Baton Rouge Parish, LA","22033","Medium Metro","3","2020","2020",12,439729,2.7,1.4,4.8
,"East Baton Rouge Parish, LA","22033","Medium Metro","3","2021","2021",11,453301,2.4,1.2,4.3
,"East Baton Rouge Parish, LA","22033","Medium Metro","3","2023","2023",12,Not Available,Not Available,Not Available,Not Available
,"East Baton Rouge Parish, LA","22033","Medium Metro","3","2024 ","2024",13,Not Available,Not Available,Not Available,Not Available
,"Jefferson Parish, LA","22051","Medium Metro","3","2018","2018",25,434051,5.8,3.7,8.5
,"Jefferson Parish, LA","22051","Medium Metro","3","2019","2019",30,432493,6.9,4.7,9.9
,"Jefferson Parish, LA","22051","Medium Metro","3","2020","2020",66,432346,15.3,11.8,19.4
,"Jefferson Parish, LA","22051","Medium Metro","3","2021","2021",80,433688,18.4,14.6,23.0
,"Jefferson Parish, LA","22051","Medium Metro","3","2022","2022",91,Not Available,Not Available,Not Available,Not Available
,"Jefferson Parish, LA","22051","Medium Metro","3","2023","2023",79,Not Available,Not Available,Not Available,Not Available
,"Jefferson Parish, LA","22051","Medium Metro","3","2024 ","2024",71,Not Available,Not Available,Not Available,Not Available
,"Lafayette Parish, LA","22055","Medium Metro","3","2020","2020",24,246518,9.7,6.2,14.5
,"Lafayette Parish, LA","22055","Medium Metro","3","2021","2021",18,244205,7.4,4.4,11.6
,"Lafayette Parish, LA","22055","Medium Metro","3","2022","2022",32,Not Available,Not Available,Not Available,Not Available
,"Lafayette Parish, LA","22055","Medium Metro","3","2023","2023",17,Not Available,Not Available,Not Available,Not Available
,"Lafayette Parish, LA","22055","Medium Metro","3","2024 ","2024",13,Not Available,Not Available,Not Available,Not Available
,"Livingston Parish, LA","22063","Medium Metro","3","2021","2021",11,145830,7.5,3.8,13.5
,"Livingston Parish, LA","22063","Medium Metro","3","2022","2022",17,Not Available,Not Available,Not Available,Not Available
,"Orleans Parish, LA","22071","Medium Metro","3","2018","2018",17,391006,4.3,2.5,7.0
,"Orleans Parish, LA","22071","Medium Metro","3","2019","2019",18,390144,4.6,2.7,7.3
,"Orleans Parish, LA","22071","Medium Metro","3","2020","2020",21,389476,5.4,3.3,8.2
,"Orleans Parish, LA","22071","Medium Metro","3","2021","2021",48,376971,12.7,9.4,16.9
,"Orleans Parish, LA","22071","Medium Metro","3","2022","2022",47,Not Available,Not Available,Not Available,Not Available
,"Orleans Parish, LA","22071","Medium Metro","3","2023","2023",47,Not Available,Not Available,Not Available,Not Available
,"Orleans Parish, LA","22071","Medium Metro","3","2024 ","2024",31,Not Available,Not Available,Not Available,Not Available
,"Ouachita Parish, LA","22073","Small Metro","4","2022","2022",14,Not Available,Not Available,Not Available,Not Available
,"Ouachita Parish, LA","22073","Small Metro","4","2023","2023",12,Not Available,Not Available,Not Available,Not Available
,"Rapides Parish, LA","22079","Small Metro","4","2022","2022",11,Not Available,Not Available,Not Available,Not Available
,"St. Bernard Parish, LA","22087","Medium Metro","3","2022","2022",12,Not Available,Not Available,Not Available,Not Available
,"St. Tammany Parish, LA","22103","Medium Metro","3","2018","2018",21,258111,8.1,5.0,12.4
,"St. Tammany Parish, LA","22103","Medium Metro","3","2020","2020",17,263446,6.5,3.8,10.3
,"St. Tammany Parish, LA","22103","Medium Metro","3","2021","2021",24,269388,8.9,5.7,13.3
,"St. Tammany Parish, LA","22103","Medium Metro","3","2022","2022",15,Not Available,Not Available,Not Available,Not Available
,"St. Tammany Parish, LA","22103","Medium Metro","3","2023","2023",18,Not Available,Not Available,Not Available,Not Available
,"St. Tammany Parish, LA","22103","Medium Metro","3","2024 ","2024",19,Not Available,Not Available,Not Available,Not Available
,"Tangipahoa Parish, LA","22105","Small Metro","4","2022","2022",12,Not Available,Not Available,Not Available,Not Available
,"Tangipahoa Parish, LA","22105","Small Metro","4","2023","2023",16,Not Available,Not Available,Not Available,Not Available
,"Androscoggin County, ME","23001","Small Metro","4","2019","2019",10,108277,9.2,4.4,17.0
,"Androscoggin County, ME","23001","Small Metro","4","2020","2020",15,108547,13.8,7.7,22.8
,"Androscoggin County, ME","23001","Small Metro","4","2021","2021",31,111034,27.9,19.0,39.6
,"Androscoggin County, ME","23001","Small Metro","4","2022","2022",29,Not Available,Not Available,Not Available,Not Available
,"Androscoggin County, ME","23001","Small Metro","4","2023","2023",41,Not Available,Not Available,Not Available,Not Available
,"Androscoggin County, ME","23001","Small Metro","4","2024 ","2024",27,Not Available,Not Available,Not Available,Not Available
,"Cumberland County, ME","23005","Medium Metro","3","2018","2018",20,293557,6.8,4.2,10.5
,"Cumberland County, ME","23005","Medium Metro","3","2019","2019",22,295003,7.5,4.7,11.3
,"Cumberland County, ME","23005","Medium Metro","3","2020","2020",20,298111,6.7,4.1,10.4
,"Cumberland County, ME","23005","Medium Metro","3","2021","2021",20,305231,6.6,4.0,10.1
,"Cumberland County, ME","23005","Medium Metro","3","2022","2022",35,Not Available,Not Available,Not Available,Not Available
,"Cumberland County, ME","23005","Medium Metro","3","2023","2023",56,Not Available,Not Available,Not Available,Not Available
,"Cumberland County, ME","23005","Medium Metro","3","2024 ","2024",42,Not Available,Not Available,Not Available,Not Available
,"Hancock County, ME","23009","NonCore (Nonmetro)","6","2023","2023",10,Not Available,Not Available,Not Available,Not Available
,"Kennebec County, ME","23011","Micropolitan (Nonmetro)","5","2018","2018",12,122083,9.8,5.1,17.2
,"Kennebec County, ME","23011","Micropolitan (Nonmetro)","5","2019","2019",18,122302,14.7,8.7,23.3
,"Kennebec County, ME","23011","Micropolitan (Nonmetro)","5","2020","2020",13,122955,10.6,5.6,18.1
,"Kennebec County, ME","23011","Micropolitan (Nonmetro)","5","2021","2021",21,124486,16.9,10.4,25.8
,"Kennebec County, ME","23011","Micropolitan (Nonmetro)","5","2022","2022",28,Not Available,Not Available,Not Available,Not Available
,"Kennebec County, ME","23011","Micropolitan (Nonmetro)","5","2023","2023",32,Not Available,Not Available,Not Available,Not Available
,"Kennebec County, ME","23011","Micropolitan (Nonmetro)","5","2024 ","2024",28,Not Available,Not Available,Not Available,Not Available
,"Oxford County, ME","23017","NonCore (Nonmetro)","6","2024 ","2024",11,Not Available,Not Available,Not Available,Not Available
,"Penobscot County, ME","23019","Small Metro","4","2018","2018",11,151096,7.3,3.6,13.0
,"Penobscot County, ME","23019","Small Metro","4","2019","2019",13,152148,8.5,4.5,14.6
,"Penobscot County, ME","23019","Small Metro","4","2020","2020",18,151655,11.9,7.0,18.8
,"Penobscot County, ME","23019","Small Metro","4","2021","2021",22,152765,14.4,9.0,21.8
,"Penobscot County, ME","23019","Small Metro","4","2022","2022",23,Not Available,Not Available,Not Available,Not Available
,"Penobscot County, ME","23019","Small Metro","4","2023","2023",15,Not Available,Not Available,Not Available,Not Available
,"Penobscot County, ME","23019","Small Metro","4","2024 ","2024",19,Not Available,Not Available,Not Available,Not Available
,"Somerset County, ME","23025","NonCore (Nonmetro)","6","2022","2022",12,Not Available,Not Available,Not Available,Not Available
,"Somerset County, ME","23025","NonCore (Nonmetro)","6","2023","2023",13,Not Available,Not Available,Not Available,Not Available
,"Waldo County, ME","23027","NonCore (Nonmetro)","6","2024 ","2024",11,Not Available,Not Available,Not Available,Not Available
,"York County, ME","23031","Medium Metro","3","2018","2018",17,206229,8.2,4.8,13.2
,"York County, ME","23031","Medium Metro","3","2019","2019",17,207641,8.2,4.8,13.1
,"York County, ME","23031","Medium Metro","3","2020","2020",17,209066,8.1,4.7,13.0
,"York County, ME","23031","Medium Metro","3","2021","2021",20,214591,9.3,5.7,14.4
,"York County, ME","23031","Medium Metro","3","2022","2022",39,Not Available,Not Available,Not Available,Not Available
,"York County, ME","23031","Medium Metro","3","2023","2023",26,Not Available,Not Available,Not Available,Not Available
,"York County, ME","23031","Medium Metro","3","2024 ","2024",25,Not Available,Not Available,Not Available,Not Available
,"Allegany County, MD","24001","Micropolitan (Nonmetro)","5","2021","2021",10,67729,14.8,7.1,27.2
,"Allegany County, MD","24001","Micropolitan (Nonmetro)","5","2023","2023",14,Not Available,Not Available,Not Available,Not Available
,"Anne Arundel County, MD","24003","Large Fringe Metro","2","2018","2018",80,576031,13.9,11.0,17.3
,"Anne Arundel County, MD","24003","Large Fringe Metro","2","2019","2019",73,579234,12.6,9.9,15.8
,"Anne Arundel County, MD","24003","Large Fringe Metro","2","2020","2020",94,582777,16.1,13.0,19.7
,"Anne Arundel County, MD","24003","Large Fringe Metro","2","2021","2021",87,590336,14.7,11.8,18.2
,"Anne Arundel County, MD","24003","Large Fringe Metro","2","2022","2022",87,Not Available,Not Available,Not Available,Not Available
,"Anne Arundel County, MD","24003","Large Fringe Metro","2","2023","2023",94,Not Available,Not Available,Not Available,Not Available
,"Anne Arundel County, MD","24003","Large Fringe Metro","2","2024 ","2024",65,Not Available,Not Available,Not Available,Not Available
,"Baltimore County, MD","24005","Large Fringe Metro","2","2018","2018",137,828431,16.5,13.8,19.3
,"Baltimore County, MD","24005","Large Fringe Metro","2","2019","2019",124,827370,15.0,12.3,17.6
,"Baltimore County, MD","24005","Large Fringe Metro","2","2020","2020",119,826017,14.4,11.8,17.0
,"Baltimore County, MD","24005","Large Fringe Metro","2","2021","2021",164,849316,19.3,16.4,22.3
,"Baltimore County, MD","24005","Large Fringe Metro","2","2022","2022",163,Not Available,Not Available,Not Available,Not Available
,"Baltimore County, MD","24005","Large Fringe Metro","2","2023","2023",136,Not Available,Not Available,Not Available,Not Available
,"Baltimore County, MD","24005","Large Fringe Metro","2","2024 ","2024",86,Not Available,Not Available,Not Available,Not Available
,"Calvert County, MD","24009","Small Metro","4","2020","2020",10,93072,10.7,5.2,19.8
,"Calvert County, MD","24009","Small Metro","4","2021","2021",10,93928,10.6,5.1,19.6
,"Carroll County, MD","24013","Large Fringe Metro","2","2018","2018",25,168429,14.8,9.6,21.9
,"Carroll County, MD","24013","Large Fringe Metro","2","2019","2019",23,168447,13.7,8.7,20.5
,"Carroll County, MD","24013","Large Fringe Metro","2","2020","2020",10,169092,5.9,2.8,10.9
,"Carroll County, MD","24013","Large Fringe Metro","2","2021","2021",18,173873,10.4,6.1,16.4
,"Carroll County, MD","24013","Large Fringe Metro","2","2022","2022",20,Not Available,Not Available,Not Available,Not Available
,"Carroll County, MD","24013","Large Fringe Metro","2","2023","2023",11,Not Available,Not Available,Not Available,Not Available
,"Cecil County, MD","24015","Large Fringe Metro","2","2018","2018",12,102826,11.7,6.0,20.4
,"Cecil County, MD","24015","Large Fringe Metro","2","2019","2019",12,102855,11.7,6.0,20.4
,"Cecil County, MD","24015","Large Fringe Metro","2","2020","2020",13,103419,12.6,6.7,21.5
,"Cecil County, MD","24015","Large Fringe Metro","2","2021","2021",12,103905,11.5,6.0,20.2
,"Cecil County, MD","24015","Large Fringe Metro","2","2022","2022",21,Not Available,Not Available,Not Available,Not Available
,"Cecil County, MD","24015","Large Fringe Metro","2","2023","2023",17,Not Available,Not Available,Not Available,Not Available
,"Cecil County, MD","24015","Large Fringe Metro","2","2024 ","2024",13,Not Available,Not Available,Not Available,Not Available
,"Charles County, MD","24017","Large Fringe Metro","2","2018","2018",13,161503,8.0,4.3,13.8
,"Charles County, MD","24017","Large Fringe Metro","2","2019","2019",10,163257,6.1,2.9,11.3
,"Charles County, MD","24017","Large Fringe Metro","2","2020","2020",18,164436,10.9,6.5,17.3
,"Charles County, MD","24017","Large Fringe Metro","2","2021","2021",15,168698,8.9,5.0,14.7
,"Charles County, MD","24017","Large Fringe Metro","2","2022","2022",28,Not Available,Not Available,Not Available,Not Available
,"Charles County, MD","24017","Large Fringe Metro","2","2023","2023",19,Not Available,Not Available,Not Available,Not Available
,"Charles County, MD","24017","Large Fringe Metro","2","2024 ","2024",13,Not Available,Not Available,Not Available,Not Available
,"Dorchester County, MD","24019","Micropolitan (Nonmetro)","5","2023","2023",10,Not Available,Not Available,Not Available,Not Available
,"Frederick County, MD","24021","Large Fringe Metro","2","2018","2018",22,255648,8.6,5.4,13.0
,"Frederick County, MD","24021","Large Fringe Metro","2","2019","2019",19,259547,7.3,4.4,11.4
,"Frederick County, MD","24021","Large Fringe Metro","2","2020","2020",27,265161,10.2,6.7,14.8
,"Frederick County, MD","24021","Large Fringe Metro","2","2021","2021",14,279835,5.0,2.7,8.4
,"Frederick County, MD","24021","Large Fringe Metro","2","2022","2022",13,Not Available,Not Available,Not Available,Not Available
,"Frederick County, MD","24021","Large Fringe Metro","2","2023","2023",21,Not Available,Not Available,Not Available,Not Available
,"Frederick County, MD","24021","Large Fringe Metro","2","2024 ","2024",13,Not Available,Not Available,Not Available,Not Available
,"Harford County, MD","24025","Large Fringe Metro","2","2018","2018",38,253956,15.0,10.6,20.5
,"Harford County, MD","24025","Large Fringe Metro","2","2019","2019",30,255441,11.7,7.9,16.8
,"Harford County, MD","24025","Large Fringe Metro","2","2020","2020",25,256805,9.7,6.3,14.4
,"Harford County, MD","24025","Large Fringe Metro","2","2021","2021",46,262977,17.5,12.8,23.3
,"Harford County, MD","24025","Large Fringe Metro","2","2022","2022",33,Not Available,Not Available,Not Available,Not Available
,"Harford County, MD","24025","Large Fringe Metro","2","2023","2023",42,Not Available,Not Available,Not Available,Not Available
,"Harford County, MD","24025","Large Fringe Metro","2","2024 ","2024",26,Not Available,Not Available,Not Available,Not Available
,"Howard County, MD","24027","Large Fringe Metro","2","2018","2018",17,323196,5.3,3.1,8.4
,"Howard County, MD","24027","Large Fringe Metro","2","2019","2019",14,325690,4.3,2.4,7.2
,"Howard County, MD","24027","Large Fringe Metro","2","2021","2021",11,334529,3.3,1.6,5.9
,"Howard County, MD","24027","Large Fringe Metro","2","2022","2022",15,Not Available,Not Available,Not Available,Not Available
,"Howard County, MD","24027","Large Fringe Metro","2","2023","2023",14,Not Available,Not Available,Not Available,Not Available
,"Howard County, MD","24027","Large Fringe Metro","2","2024 ","2024",18,Not Available,Not Available,Not Available,Not Available
,"Montgomery County, MD","24031","Large Fringe Metro","2","2018","2018",20,1052567,1.9,1.2,2.9
,"Montgomery County, MD","24031","Large Fringe Metro","2","2019","2019",43,1050688,4.1,3.0,5.5
,"Montgomery County, MD","24031","Large Fringe Metro","2","2020","2020",28,1051816,2.7,1.8,3.8
,"Montgomery County, MD","24031","Large Fringe Metro","2","2021","2021",44,1054827,4.2,3.0,5.6
,"Montgomery County, MD","24031","Large Fringe Metro","2","2022","2022",42,Not Available,Not Available,Not Available,Not Available
,"Montgomery County, MD","24031","Large Fringe Metro","2","2023","2023",61,Not Available,Not Available,Not Available,Not Available
,"Montgomery County, MD","24031","Large Fringe Metro","2","2024 ","2024",31,Not Available,Not Available,Not Available,Not Available
,"Prince George's County, MD","24033","Large Fringe Metro","2","2018","2018",32,909308,3.5,2.4,5.0
,"Prince George's County, MD","24033","Large Fringe Metro","2","2019","2019",41,909327,4.5,3.2,6.1
,"Prince George's County, MD","24033","Large Fringe Metro","2","2020","2020",65,909612,7.1,5.5,9.1
,"Prince George's County, MD","24033","Large Fringe Metro","2","2021","2021",77,955306,8.1,6.4,10.1
,"Prince George's County, MD","24033","Large Fringe Metro","2","2022","2022",108,Not Available,Not Available,Not Available,Not Available
,"Prince George's County, MD","24033","Large Fringe Metro","2","2023","2023",128,Not Available,Not Available,Not Available,Not Available
,"Prince George's County, MD","24033","Large Fringe Metro","2","2024 ","2024",91,Not Available,Not Available,Not Available,Not Available
,"St. Mary's County, MD","24037","Small Metro","4","2018","2018",13,112664,11.5,6.1,19.7
,"St. Mary's County, MD","24037","Small Metro","4","2019","2019",14,113510,12.3,6.7,20.7
,"St. Mary's County, MD","24037","Small Metro","4","2021","2021",19,114468,16.6,10.0,25.9
,"St. Mary's County, MD","24037","Small Metro","4","2022","2022",15,Not Available,Not Available,Not Available,Not Available
,"St. Mary's County, MD","24037","Small Metro","4","2023","2023",16,Not Available,Not Available,Not Available,Not Available
,"Somerset County, MD","24039","Small Metro","4","2022","2022",10,Not Available,Not Available,Not Available,Not Available
,"Washington County, MD","24043","Medium Metro","3","2018","2018",16,150926,10.6,6.1,17.2
,"Washington County, MD","24043","Medium Metro","3","2019","2019",19,151049,12.6,7.6,19.6
,"Washington County, MD","24043","Medium Metro","3","2020","2020",21,151146,13.9,8.6,21.2
,"Washington County, MD","24043","Medium Metro","3","2021","2021",28,154937,18.1,12.0,26.1
,"Washington County, MD","24043","Medium Metro","3","2022","2022",31,Not Available,Not Available,Not Available,Not Available
,"Washington County, MD","24043","Medium Metro","3","2023","2023",43,Not Available,Not Available,Not Available,Not Available
,"Washington County, MD","24043","Medium Metro","3","2024 ","2024",21,Not Available,Not Available,Not Available,Not Available
,"Wicomico County, MD","24045","Small Metro","4","2018","2018",10,103195,9.7,4.6,17.8
,"Wicomico County, MD","24045","Small Metro","4","2019","2019",20,103609,19.3,11.8,29.8
,"Wicomico County, MD","24045","Small Metro","4","2020","2020",14,103990,13.5,7.4,22.6
,"Wicomico County, MD","24045","Small Metro","4","2021","2021",17,103980,16.3,9.5,26.2
,"Wicomico County, MD","24045","Small Metro","4","2022","2022",13,Not Available,Not Available,Not Available,Not Available
,"Wicomico County, MD","24045","Small Metro","4","2023","2023",24,Not Available,Not Available,Not Available,Not Available
,"Wicomico County, MD","24045","Small Metro","4","2024 ","2024",19,Not Available,Not Available,Not Available,Not Available
,"Worcester County, MD","24047","Micropolitan (Nonmetro)","5","2023","2023",12,Not Available,Not Available,Not Available,Not Available
,"Baltimore city, MD","24510","Large Central Metro","1","2018","2018",233,602495,38.7,33.7,43.6
,"Baltimore city, MD","24510","Large Central Metro","1","2019","2019",233,593490,39.3,34.2,44.3
,"Baltimore city, MD","24510","Large Central Metro","1","2020","2020",261,586131,44.5,39.1,49.9
,"Baltimore city, MD","24510","Large Central Metro","1","2021","2021",302,576498,52.4,46.5,58.3
,"Baltimore city, MD","24510","Large Central Metro","1","2022","2022",347,Not Available,Not Available,Not Available,Not Available
,"Baltimore city, MD","24510","Large Central Metro","1","2023","2023",405,Not Available,Not Available,Not Available,Not Available
,"Baltimore city, MD","24510","Large Central Metro","1","2024 ","2024",246,Not Available,Not Available,Not Available,Not Available
,"Barnstable County, MA","25001","Small Metro","4","2018","2018",17,213413,8.0,4.6,12.8
,"Barnstable County, MA","25001","Small Metro","4","2019","2019",22,212990,10.3,6.5,15.6
,"Barnstable County, MA","25001","Small Metro","4","2020","2020",25,213164,11.7,7.6,17.3
,"Barnstable County, MA","25001","Small Metro","4","2021","2021",45,232411,19.4,14.1,25.9
,"Barnstable County, MA","25001","Small Metro","4","2022","2022",27,Not Available,Not Available,Not Available,Not Available
,"Barnstable County, MA","25001","Small Metro","4","2023","2023",32,Not Available,Not Available,Not Available,Not Available
,"Barnstable County, MA","25001","Small Metro","4","2024 ","2024",26,Not Available,Not Available,Not Available,Not Available
,"Berkshire County, MA","25003","Small Metro","4","2018","2018",14,126348,11.1,6.1,18.6
,"Berkshire County, MA","25003","Small Metro","4","2019","2019",18,124944,14.4,8.5,22.8
,"Berkshire County, MA","25003","Small Metro","4","2020","2020",32,124571,25.7,17.6,36.3
,"Berkshire County, MA","25003","Small Metro","4","2021","2021",34,128657,26.4,18.3,36.9
,"Berkshire County, MA","25003","Small Metro","4","2022","2022",30,Not Available,Not Available,Not Available,Not Available
,"Berkshire County, MA","25003","Small Metro","4","2023","2023",29,Not Available,Not Available,Not Available,Not Available
,"Berkshire County, MA","25003","Small Metro","4","2024 ","2024",25,Not Available,Not Available,Not Available,Not Available
,"Bristol County, MA","25005","Large Fringe Metro","2","2018","2018",74,564022,13.1,10.3,16.5
,"Bristol County, MA","25005","Large Fringe Metro","2","2019","2019",93,565217,16.5,13.3,20.2
,"Bristol County, MA","25005","Large Fringe Metro","2","2020","2020",80,566765,14.1,11.2,17.6
,"Bristol County, MA","25005","Large Fringe Metro","2","2021","2021",155,580164,26.7,22.5,30.9
,"Bristol County, MA","25005","Large Fringe Metro","2","2022","2022",140,Not Available,Not Available,Not Available,Not Available
,"Bristol County, MA","25005","Large Fringe Metro","2","2023","2023",140,Not Available,Not Available,Not Available,Not Available
